SKU,Articulo,Precio_Publico,Sucursal_Bodega,Stock_Actual
CCON0006,CABLE THW-LS CAL 14 BLANCO*,10.22,Almacen de Mercancia en Consignacion                        ,0
MORD0004,"MORDAZA ACERO  1 1/4""X 1/2""*",52.89,Almacen de Mercancia en Consignacion                        ,0
MORD0003,"MORDAZA ACERO 1 1/4""X 3/8""*",51.6,Almacen de Mercancia en Consignacion                        ,0
TAQU0015,"TAQUETE BARRENANCLA ADI 1/4""",2.97,Almacen de Mercancia en Consignacion                        ,0
TOHE0002,"TORNILLO CAB HEXA 1/4"" X 1""*",0.66,Almacen de Mercancia en Consignacion                        ,0
TOHE0028,"TORNILLO CAB HEXA 1/2"" X 2""*",9.62,Almacen de Mercancia en Consignacion                        ,0
TULI0009,"TUBO LICUTITE 3""",736.2,Almacen Uno                                                 ,0
TULI0009,"TUBO LICUTITE 3""",736.2,Almacen de Mercancia en Consignacion                        ,0
TULI0004,"TUBO LICUTITE 1""",128.085,Almacen de Mercancia en Consignacion                        ,0
CTPV0001,"CONECTOR PVC T. PESADO 1/2""*",3.71,Almacen de Mercancia en Consignacion                        ,0
CTPV0002,"CONECTOR PVC T. PESADO 3/4""*",4.07,Almacen de Mercancia en Consignacion                        ,0
TPVC0001,"TUBO PVC T. PESADO 1/2""*",7.76,Almacen de Mercancia en Consignacion                        ,0
TPVC0002,"TUBO PVC T. PESADO 3/4""*",8.89,Almacen de Mercancia en Consignacion                        ,0
TPVC0003,"TUBO PVC T. PESADO 1""*",12.53,Almacen de Mercancia en Consignacion                        ,0
TPVC0004,"TUBO PVC T. PESADO 1 1/4""*",16.88,Almacen de Mercancia en Consignacion                        ,0
COPV0001,"COPLE PVC T. PESADO 1/2""*",2.15,Almacen de Mercancia en Consignacion                        ,0
CTPV0005,"CONECTOR PVC T. PESADO 1 1/2""*",31.89,Almacen de Mercancia en Consignacion                        ,0
CTPV0003,"CONECTOR PVC T. PESADO 1""*",4.98,Almacen de Mercancia en Consignacion                        ,0
CTPV0004,"CONECTOR PVC T. PESADO 1 1/4""*",26.45,Almacen de Mercancia en Consignacion                        ,0
CCUR0030,CABLE USO RUDO 4X14,49.41,Almacen de Mercancia en Consignacion                        ,0
CCUR0023,CABLE USO RUDO 3X10,93.9,Almacen de Mercancia en Consignacion                        ,0
CCUR0021,CABLE USO RUDO 3X8,139.79,Almacen de Mercancia en Consignacion                        ,0
CCON0021,CABLE THW-LS CAL 6 NEGRO*,71.64,Almacen de Mercancia en Consignacion                        ,0
CCON0019,CABLE THW-LS CAL 8 ROJO*,36.68,Almacen de Mercancia en Consignacion                        ,0
CCON0017,CABLE THW-LS CAL 8 NEGRO,36.68,Almacen de Mercancia en Consignacion                        ,0
CCON0018,CABLE THW-LS CAL 8 BLANCO,36.68,Almacen de Mercancia en Consignacion                        ,0
CCON0013IN,CABLE THW-LS CAL 10 NEGRO*,23.68,Almacen de Mercancia en Consignacion                        ,0
CCON0015,CABLE THW-LS CAL 10 ROJO*,27.81,Almacen de Mercancia en Consignacion                        ,0
CCON0016,CABLE THW-LS CAL 10 VERDE*,27.81,Almacen de Mercancia en Consignacion                        ,0
SIME0003,ARRANCADOR 15HP 230V Y/O 30HP 460V,9648,Almacen de Mercancia en Consignacion                        ,0
TRSE0004,TRANSF SECO 3F 15KVA 480/440-220Y/127V,1437.9,Almacen Uno                                                 ,0
SIME0004,ARRANCADOR TENSION REDUCIDA 125 HP 480V,78679.05,Almacen Uno                                                 ,0
SIME0005,ARRANCADOR TENSIÓN REDUCIDA 100HP 480V,70952.97,Almacen Uno                                                 ,0
CACU0001,CABLE COBRE DESNUDO CAL 1/0,208.26,Almacen Uno                                                 ,0
CACU0001,CABLE COBRE DESNUDO CAL 1/0,208.26,Almacen de Mercancia en Consignacion                        ,0
QOC112L125,CENTRO DE CARGA QOC112L125 SOBREPONER*,2560.5,Almacen de Mercancia en Consignacion                        ,0
SIME0006,ITM FD 3P 150A 600V MARCA SIMENS,11823,Almacen Uno                                                 ,0
SIME0007,ITM FD 3P 200A 600V MARCA SIMENS,11931,Almacen Uno                                                 ,0
COLB0008,"CONDULET LB 3""",738.13,Almacen Uno                                                 ,0
COLB0008,"CONDULET LB 3""",738.13,Almacen de Mercancia en Consignacion                        ,0
CARG0004,SOLDADURA EXOTERMICA # 90,134.5,Almacen Uno                                                 ,0
TECNO0001,"HIGIBAY CW-100W 6500K 12,000 LM 100-240V",603.09,Almacen Uno                                                 ,0
TECNO0002,"WALLPACK 80/100/120W-3CCT 6500K 5000K 4000K15,000Lm 100-305V",2059.05,Almacen Uno                                                 ,0
TECNO0003,"REFLECTOR ML-RPZ-500W 6500K 55,000 Lm 85-305V",3582.015,Almacen Uno                                                 ,0
ABB0001,MISTRAL IP65 8 MODULOS,706.5,Almacen Uno                                                 ,0
EDB34050,INTERRUPTOR P/TABLERO NF 3F 50A,2914.5,Almacen Uno                                                 ,0
EDB34050,INTERRUPTOR P/TABLERO NF 3F 50A,2914.5,Almacen de Mercancia en Consignacion                        ,0
TULM0001,PINZA PELACABLE TULMEX 1001*,145.2,Almacen Uno                                                 ,0
TULM0001,PINZA PELACABLE TULMEX 1001*,145.2,Almacen de Mercancia en Consignacion                        ,0
ESCA0001,ESCALERA DE TIJERA FV 136 KG 5 PELDAÑOS,4777.02,Almacen Uno                                                 ,0
VARO0004,VARILLA ROSCADA 1/2 X 3MTS*,222.53,Almacen de Mercancia en Consignacion                        ,0
TOBR0003,TORNILLO BRONCE AL SILICIO 3/8  X 1 1/2,81.3,Almacen de Mercancia en Consignacion                        ,0
QO270,INTERRUPTOR QO 2X70A,1730.5,Almacen de Mercancia en Consignacion                        ,0
QOP0014,"EMPOTRADO THIN 6"" 14WATS 6500 K REDONDO",133.5,Almacen Uno                                                 ,0
QOP0014,"EMPOTRADO THIN 6"" 14WATS 6500 K REDONDO",133.5,Almacen de Mercancia en Consignacion                        ,0
CTZA0003,"CONECTOR RECTO ZAPA 3/8""*",7.59,Almacen Uno                                                 ,0
ICEC0001,MINI SPLIT ICECO 1 TON S/F 220V,6375,Almacen Uno                                                 ,0
ICEC0001,MINI SPLIT ICECO 1 TON S/F 220V,6375,Almacen de Mercancia en Consignacion                        ,0
OSEL0001,PINTURA ESMALTE BASE SATINADO BLANCO 2821G,1268.415,Almacen Uno                                                 ,0
13882,FELPA PARA RODILLO 9' x 3/8' SUPERFICIES LISAS,30.17,Almacen de Mercancia en Consignacion                        ,0
13883,FELPA PARA RODILLO 9' x 5/8' SUPERFICIES POCO RUGOSAS*,31.03,Almacen de Mercancia en Consignacion                        ,0
MUF0008,"MUFA 3""",352.5,Almacen Uno                                                 ,0
G4A806030,GAB N-4  80X60X30*,4357.74,Almacen Uno                                                 ,0
EATO0004,CONTACTO BLINDADO 3P 3H 50A 250V ARROW,771,Almacen Uno                                                 ,0
EATO0005,CLAVIJA DE BAQUELITA 3P 3H 5A 250V ARROW,677.64,Almacen Uno                                                 ,0
NQ418L1C,TABLERO NQ 100A 18P 3F 4H,13259.1,Almacen Uno                                                 ,0
COOP0002,PLACA INDUSTRIAL PLATA P/CONTACTO REDONDO 55MM A H,118.44,Almacen Uno                                                 ,0
MAL36500,INTERRUPTOR 3P 500A,27236.6,Almacen Uno                                                 ,0
TUZA0001,"TUBO ZAPA 1/2""",34.5591,Almacen de Mercancia en Consignacion                        ,0
BACE0005,LED TIPO RAQUETA 100W,1492.5,Almacen de Mercancia en Consignacion                        ,0
BACE0005,LED TIPO RAQUETA 100W,1492.5,Almacen Uno                                                 ,0
TGSR0008,"TUB GALV SIN ROSCA 3""*",1097.64,Almacen Uno                                                 ,0
CTWP0008,"CONECTOR WP 3""*",390.72,Almacen Uno                                                 ,0
CTWP0008,"CONECTOR WP 3""*",390.72,Almacen de Mercancia en Consignacion                        ,0
COWP0008,"COPLE WP 3""*",433.575,Almacen Uno                                                 ,0
SIME0001,TABLERO AUTOSOPORTADO SIMENS 3WLPACK1600,283769.26,Almacen de Mercancia en Consignacion                        ,0
SIME0002,TABLERO AUTOSOPORTADO SIMENS 3WLPACK2000,330933.86,Almacen de Mercancia en Consignacion                        ,0
49330,"BOLSA CON 2 PIJAS 1/4"" X 66MM PARA BASE DE WC A PISO",16.38,Almacen de Mercancia en Consignacion                        ,0
S00235,TUBO LED T8 18W 65K 100-265V BLANCO,34.65,Almacen Uno                                                 ,0
ZAME0006,ZAPATA MEC BR  3 CABLES CAL 400-600 MCM 4 BARRENOS Q3A34-4N,1695.885,Almacen Uno                                                 ,0
BOOM0010,FOCO OMNIDIRECCIONAL30W 6500K BOOMER*,105.14,Almacen Uno                                                 ,0
S00510,FOCO TORPEDO 40W E12 130V CRISTAL CLARO,12.45,Almacen Uno                                                 ,0
PEGA0001,PEGAMENTO EPOXICO TRANSPARENTE,161.64,Almacen Uno                                                 ,0
PHIL0001,LAMPARA VIAL 90W 48 LED 4K,10822.5,Almacen Uno                                                 ,0
NQ442L2C,TABLERO NQ 225 A 42P C/CON CAJA Y KIT,21983.775,Almacen Uno                                                 ,0
CXLPDRS012,CABLE XLP DRS AL SUB (3+1) CAL 1/0,138,Almacen Uno                                                 ,0
POAD0004,"TUBO DE ALTA DENSIDAD 3"" 6.17 MTS",196.74,Almacen Uno                                                 ,0
RBTB1,REGISTRO BANQUETA 50X80X65 C/TAPA  CFE-RBTB-1,4323,Almacen Uno                                                 ,0
100148,"MANG 3/4', FLUJO CONTINUO 6 CAPAS, CONEX METAL, 30M",806.03,Almacen Uno                                                 ,0
ED63B030,INTERRUPTOR ED6 30A 600V 3P,5812.5,Almacen Uno                                                 ,0
SE6D,KIT MONTAJE P5 GEMELO P ED 3.75 125A,7750.5,Almacen Uno                                                 ,0
KURO0001,LAVABO  CON KIT DE  MUEBLE COMPLETO,7923,Almacen Uno                                                 ,0
BASE0001,BASE PIRAMIDAL CONCRETO 40X80X100 CM,4177.5,Almacen Uno                                                 ,0
TERM0001,TERMO 500 MANGA TERMO CON TRACTIL CAL 3/0-500,0,Almacen Uno                                                 ,0
TORB0001,"KIT TUERCA, ARANDELA, PLANA Y PRESION",120.645,Almacen Uno                                                 ,0
46066,"ROLLO DE 100 M DE CORDÓN DUPLEX FLEXIBLE SPT 12 AWG, VOLTECK",3607.755,Almacen Uno                                                 ,0
LUMI0001,LUMINARIA LED REDONDO 20W BLANCO 30/40/60K,3584.61,Almacen Uno                                                 ,0
CHAR0012,CH-12091AN8 CHAROLA A-12  P-9 CLASE 8B CARGA,1374.57,Almacen Uno                                                 ,0
TUFL0014,TUBO FLUORESCENTE 14W 6500K T5,35.1,Almacen de Mercancia en Consignacion                        ,0
TUFL0014,TUBO FLUORESCENTE 14W 6500K T5,35.1,Almacen Uno                                                 ,0
CCON0025,CABLE THW CAL 4/0 NEGRO,403.0758,Almacen de Mercancia en Consignacion                        ,0
QOC816L100,CENTRO DE CARGA DE 8 CTO  1F 3H 100A EMPOTRABLE*,1305.795,Almacen de Mercancia en Consignacion                        ,0
ABCL0003,ABRAZADERA CLIP 1*,8.58,Almacen de Mercancia en Consignacion                        ,0
PULI0003,PERFIL UNICANAL LISO 4X4 CAL 12,915,Almacen Uno                                                 ,0
LEVI0007,CONTACTO DUPLEX 15A BLANCO,54.855,Almacen Uno                                                 ,0
NBKS0001,NOBREAK SKE GP1000 1000VA/600W,1950,Almacen Uno                                                 ,0
REG0001,REG KOBLENZ ER-2550 2500VA 4C,1158.84,Almacen Uno                                                 ,0
PIJA0006,PIJA GOTA AGUA 8 X 2*,0.6,Almacen Uno                                                 ,0
FL200W,REFLECTOR LED 200W 220/127V,5400,Almacen de Mercancia en Consignacion                        ,0
LEVI0020,"CONTACTO  BLANCO 15AMP 125V 5320W""",54.855,Almacen de Mercancia en Consignacion                        ,0
17752,GUIA DE ACERO DE  30 M PARA CABLE,668.1,Almacen de Mercancia en Consignacion                        ,0
G4A252015,GAB N-4 C/PLATINA 25X20X15*,592.76,Almacen Uno                                                 ,0
G4A252015,GAB N-4 C/PLATINA 25X20X15*,592.76,Almacen de Mercancia en Consignacion                        ,0
QOC16UFFRO,FRENTE EMPOTRAR PARA QO312L125,835.98,Almacen Uno                                                 ,0
QOC16UFFRO,FRENTE EMPOTRAR PARA QO312L125,835.98,Almacen de Mercancia en Consignacion                        ,0
CCUR0018,CABLE USO RUDO 2X12,29.4,Almacen de Mercancia en Consignacion                        ,0
CCUR0018,CABLE USO RUDO 2X12,29.4,Almacen Uno                                                 ,0
PARE50W,CAMPANA MODULAR LED 50W 6500K ARTELITE,975,Almacen de Mercancia en Consignacion                        ,0
PARE50W,CAMPANA MODULAR LED 50W 6500K ARTELITE,975,Almacen Uno                                                 ,0
MR16LED6W3,LAMPARA LED MR 16 100-240V 6W 3000K,56.43,Almacen Uno                                                 ,0
FUSE0060,FUSIBLE RENOVABLE 60A 250W 10KA CLASE H,33,Almacen Uno                                                 ,0
3M0002,CINTA TEMFLEX 1600 3M BLANCA*,30.17,Almacen de Mercancia en Consignacion                        ,0
CAFS0004,CAJA FSC 1/2,97.5,Almacen de Mercancia en Consignacion                        ,0
MGL36600,INTERRUPTOR MGL 3F 600A,58424.78,Almacen Uno                                                 ,0
HBL26410,"RECEPTACULO 3F, 4H, 60A, 600V, MODELOHBL26410 HUBBEL",14421.3,Almacen Uno                                                 ,0
ZACL0021,"ZAPATA PONCH C/L 2B CAL. 6-1/4""*",45.66,Almacen Uno                                                 ,0
TRANS0001,TRASNFORMADOR SECO 15 KVA 440-220/127V SQD,47826.735,Almacen Uno                                                 ,0
CCON0026,CABLE THW-LS CAL 2 NEGRO,163.575,Almacen Uno                                                 ,0
CCON0026,CABLE THW-LS CAL 2 NEGRO,163.575,Almacen de Mercancia en Consignacion                        ,0
TGCR0006,"TUB GALV C/ROSCA Y COPLE 2""*",788.6835,Almacen Uno                                                 ,0
S00584INAC,LED HO 25W 65K 100-265V BLANCO 1.80M,384.6,Almacen Uno                                                 ,0
MG600M8,TABLERO I LINE MG600M82B CON IMT PPAL 350AMP,94.248,Almacen Uno                                                 ,0
MG800M14,TABLERO  I LINE MG800M142B CON IMT PPAL 800AMP,120.7665,Almacen Uno                                                 ,0
LEDAR111MV,LAMPARA LED 12W 25° CALIDO 2700K,354.26,Almacen Uno                                                 ,0
12DESL,LAMPARA VIAL P POSTE 120W 6500K TECNOLITE,1675.1269,Almacen Uno                                                 ,0
ARM0001,ALAMBRE  ARMOFLEX 2x14 + TIERRA(76.2m),78.92,Almacen de Mercancia en Consignacion                        ,0
QUIN0001,PLACA CIEGA NEGRO OBSIDIANA QUINZIÑO,50.325,Almacen Uno                                                 ,0
CACU0004,CABLE DESNUDO CAL. 4/0,397.344,Almacen Uno                                                 ,0
VATI0002,"VARILLA DE TIERRA 5/8"" 3MTS C/PROTOCOLO",405,Almacen Uno                                                 ,0
CARG0005,SOLDADURA EXOTERMICA # 115,145.47,Almacen Uno                                                 ,0
CARG0006,SOLDADURA EXOTERMICA # 150,198.81,Almacen Uno                                                 ,0
QOC320L125,CENTRO DE CARGA 20 CIRCUITOS 3F 125A,6917.07,Almacen Uno                                                 ,0
HU361RB,DESCONECTADOR 3x30 600V S/FUSIBLES SQD,9332.16,Almacen Uno                                                 ,0
CAPU003,CAPUCHON AMARILLO  ROJO,2.75,Almacen Uno                                                 ,0
CAPU003,CAPUCHON AMARILLO  ROJO,2.75,Almacen de Mercancia en Consignacion                        ,0
CAFS0007,"CAJA FSX 1/2""",127.5,Almacen Uno                                                 ,0
3M0021,CAPUCHON AZUL/NARANJA,3.48,Almacen Uno                                                 ,0
DU321RB,DESCONECTADOR 3P X 30 S/FUS N-3R SQD*,4257.22,Almacen Uno                                                 ,0
DU321RB,DESCONECTADOR 3P X 30 S/FUS N-3R SQD*,4257.22,Almacen de Mercancia en Consignacion                        ,0
CMEX045,CABLE   THW-LS CAL 250 NEGRO,515.04,Almacen Uno                                                 ,0
EDB34040,INTERRUPTOR P/TABLERO NF 3F 40A,3307.95,Almacen Uno                                                 ,0
EDB34030,INTERRUPTOR P/TABLERO NF 3F 30A,2325,Almacen Uno                                                 ,0
EDB34030,INTERRUPTOR P/TABLERO NF 3F 30A,2325,Almacen de Mercancia en Consignacion                        ,0
QO3100,INTERRUPTOR QO 3X100A,3673.5,Almacen Uno                                                 ,0
8PAR30LED,LAMPARA LED PAR30 8.5W 100-240v 6500K 8PAR30LED65MV,93.38,Almacen Uno                                                 ,0
MR16LED6W4,LAMPARA LED MR16 6W 100-240V 4000K 550LM,42.1875,Almacen de Mercancia en Consignacion                        ,0
ELEC007,ELECTRO-NIVEL 7 METROS 110/220V ALTAMIRA,387.945,Almacen Uno                                                 ,0
ARAN0001,ARANDELA PRESION 1/4,0.18,Almacen de Mercancia en Consignacion                        ,0
1451ICP,APAGADOR TL 15A 120V LEVITON,42.345,Almacen Uno                                                 ,0
1451ICP,APAGADOR TL 15A 120V LEVITON,42.345,Almacen de Mercancia en Consignacion                        ,0
TR0415,TAPA FS 4X2 RAWELT,51.525,Almacen Uno                                                 ,0
LEVI0096,CONTACTO FALLA TIERRA 20A 125V BLANCO,536.865,Almacen Uno                                                 ,0
LEVI0010,PLACA INTERPERIE DUPLEX 4998-GY,275.625,Almacen Uno                                                 ,0
CACU0003,CABLE DESNUDO CALIBRE 10,34.5,Almacen Uno                                                 ,0
CXLPDRS015,CABLE XLP DRS AL SUB (3+1) CAL 3/0 1/0,213.06,Almacen Uno                                                 ,0
COLR0006,"CONDULET LR 2""",0,Almacen Uno                                                 ,0
COLL0006,"CONDULET LL 2""",0,Almacen Uno                                                 ,0
COLL0001,"CONDULET LL 1/2""""",0,Almacen Uno                                                 ,0
TERM630,TERMOCONTRACTIL 1.2 MTS 6-3/0,354.687,Almacen Uno                                                 ,0
11272,BROCA CON EDI 3/8 X 6,53.45,Almacen Uno                                                 ,0
QOGE220,INTERRUPTOR GE 2x20A,282.39,Almacen Uno                                                 ,0
QOGE130,INTERRUPTOR GE 1X30A,116.415,Almacen Uno                                                 ,0
19788,ESCOBA PLASTICA D 26 RIGIDA,142.24,Almacen Uno                                                 ,0
14346,ESCOBA DE JARDIN P/ NIN.S MANGO 42,107.76,Almacen Uno                                                 ,0
CXLPDRS011,CABLE XLP DRS AL SUB (3+1) CAL 6,56.505,Almacen Uno                                                 ,0
COOP0021,"CLAVIJA  PATA DE GALLO 50A, 250V, N10-50P",240,Almacen Uno                                                 ,0
47893,PLACA ARMADA NEGRA 2 INTERRUPTORES 1.5 MODULOS,49.14,Almacen de Mercancia en Consignacion                        ,0
100374,"MEDIDOR LÁSER DE DISTANCIA DE 0.05 M A 100 M, TRUPER",1314.66,Almacen Uno                                                 ,0
48000,"EXTENSIÓN ELÉCTRICA DOMÉSTICA 2 M CLAVIJA PLANA, BLANCA*",32.76,Almacen de Mercancia en Consignacion                        ,0
QOP0200,MARCO PLASTICO PARA PANEL 60X60*,280,Almacen Uno                                                 ,0
PUPE0002,PERFIL UNICANAL PERFORADO 4X4 CAL 16*,305,Almacen de Mercancia en Consignacion                        ,0
PULI0002,PERFIL UNICANAL LISO 4X4 CAL 16*,305,Almacen de Mercancia en Consignacion                        ,0
PUPE0001,PERFIL UNICANAL PERFORADO 2X4 CAL 16*,213,Almacen de Mercancia en Consignacion                        ,0
DU321N,DESCONECTADOR 3P 30A N-1,257.45,Almacen Uno                                                 ,0
WMO0009,MODULO 3 LED SMD3528 CALIDO,15.52,Almacen de Mercancia en Consignacion                        ,0
WEG0003,ARRANC 3F .75-1HP 220V 2.8-4AMP 10046366*,1417.5,Almacen de Mercancia en Consignacion                        ,0
WEG0006,ARRANC 3F 3HP 220V 7-10AMP 10046369,1851.75,Almacen Uno                                                 ,0
QOD4F,CENTRO DE CARGA 4 CIRCUITOS EMPOTRAR 60AMP,465.53,Almacen de Mercancia en Consignacion                        ,0
QOD2F,CENTRO DE CARGA 2 CIRCUITOS  EMPOTRAR 50AMP,213.58,Almacen Uno                                                 ,0
A19LED030,3PACK FOCO DOMESTICO A19 LED 8.5W 100-240V 3000K,90.52655,Almacen de Mercancia en Consignacion                        ,0
6GU10LLED4,GU10 6W 100-240V 4000K TECNOLITE,56.63,Almacen de Mercancia en Consignacion                        ,0
6GU10LLED4,GU10 6W 100-240V 4000K TECNOLITE,56.63,Almacen Uno                                                 ,0
WEG0007,ARRANC 3F 4HP 220V 8-12.5AMP 10410257*,1966.5,Almacen de Mercancia en Consignacion                        ,0
WEG0024,ARRANCADOR  3F 2HP 440V 2.84 AMP 10072618*,1881.75,Almacen de Mercancia en Consignacion                        ,0
WEG0025,ARRANC 3F 3HP 440V 4-6.3AMP 10072619*,1851.75,Almacen de Mercancia en Consignacion                        ,0
14286,GUANTES LIGEROS DE PIEL DE CABRA*,128.45,Almacen de Mercancia en Consignacion                        ,0
13843,"KIT DE RODILLO PARA PINTAR 9"" (MANERAL,CHAROLAYFELPA)*",90.52,Almacen de Mercancia en Consignacion                        ,0
13468,"LUBRICANTE MULTIUSOS EN AEROSOL, 110 ML (4OZ)",36.21,Almacen de Mercancia en Consignacion                        ,0
12850,"MINI CORTADOR DE TUBO DE COBRE 1/8"" A 5/8"" CUCHILLA 18 MM",100.86,Almacen de Mercancia en Consignacion                        ,0
12578,"ROLLO DE 100M DE CINTA DELIMITADORA ""PRECAUCION""",54.31,Almacen de Mercancia en Consignacion                        ,0
12557,CINTA DE EMPAQUE TRANSPARENTE 48MMX150MTS TRUPER,62.07,Almacen de Mercancia en Consignacion                        ,0
12502,AISLANTE VERDE ELECTRICO 19MM*18M*,18.97,Almacen de Mercancia en Consignacion                        ,0
12506,AISLANTE BLANCO ELECTRICO 18MX19MM,18.97,Almacen de Mercancia en Consignacion                        ,0
10567,CASCO DE SEGURIDAD BLANCO ALA COMPLETA*,133.62,Almacen de Mercancia en Consignacion                        ,0
10236,"MINI ARCO12"" ALUMINIO PARA SEGUETA*",93.97,Almacen de Mercancia en Consignacion                        ,0
10933,CINTA PARA DUCTO FLEXIBLE 48 * 150M*,142.24,Almacen de Mercancia en Consignacion                        ,0
11203,"BROCA PARA CONCRETO 1/4 X 4""*",15.5,Almacen de Mercancia en Consignacion                        ,0
15305,ESPUMA EXPANSIVA DE 750ML*,237.07,Almacen Uno                                                 ,0
14486,"BROCHA PROFECIONAL 4"" MANGO PLASTICO TRUPER*",48.28,Almacen de Mercancia en Consignacion                        ,0
14483,"BROCHA PROFECIONAL 2"" MANGO PLASTICO TRUPER*",18.97,Almacen de Mercancia en Consignacion                        ,0
14480,"BROCHA PROFECIONAL 1/2"" MANGO PLASTICO TRUPER",8.19,Almacen de Mercancia en Consignacion                        ,0
17166,"PALA REDONDA TRU GLASS, MANGO LARGO DE FIBRA DE VIDRIO*",292.24,Almacen de Mercancia en Consignacion                        ,0
18480,PISTOLA PARA RIEGO DE 2 FUN PLASTICAS CON RECUBRIMIENTO*,66.38,Almacen de Mercancia en Consignacion                        ,0
18100,"SEGUETA BIMETALICA DE 12"" 18 DPP*",24.14,Almacen de Mercancia en Consignacion                        ,0
20401,LENTES DE SEGURIDAD TRANSPARENTES,26.72,Almacen de Mercancia en Consignacion                        ,0
19054,"PINTURA AEROSOL, NEGRO SATIN 400ML*",56.03,Almacen Uno                                                 ,0
40241,PLACA DE ABS DUPLEX STANDAR BLANCA,9.48,Almacen de Mercancia en Consignacion                        ,0
28002,"CEPILLO PARA IMPERMIABILIZAR, CON CERDAD DE IXTLE MANGO 48""",93.97,Almacen de Mercancia en Consignacion                        ,0
40069,100P ZAS PIJA TABLAROCA N 8 X 1 1/2 FIERO*,46,Almacen de Mercancia en Consignacion                        ,0
44241,"BOLSA C/5 ABRAZADERAS SIN FIN REFORZADAS #32,1-9/16 - 2-1/2*",68.1,Almacen de Mercancia en Consignacion                        ,0
43030,"GUARDAPOLVO FIJO DE 100 CM, ALUMINIO*",47.41,Almacen de Mercancia en Consignacion                        ,0
24063,"MANGUERAS PARA GAS, ALUMINIO 3/8"" 200CM",85.34,Almacen de Mercancia en Consignacion                        ,0
26020,"MANGUERA LAVABO/FREGADERO, ALUMINIO, 1/2"" * 1/2"", 40CM*",25,Almacen de Mercancia en Consignacion                        ,0
23540,CANDADO ANTIPALANCA 70MM HIERRO HERMEX,111.21,Almacen Uno                                                 ,0
22700,"PINZA DE PRESION 10"" MORDAZA CURVA PRETUL*",111.21,Almacen de Mercancia en Consignacion                        ,0
46284,CANALETA CON ADHESIVO 10X20MM VOLTECK,36,Almacen de Mercancia en Consignacion                        ,0
46100,"CONTACTO DUPLEX 2P 3H, 20A MARFIL",30.17,Almacen de Mercancia en Consignacion                        ,0
44458,KILO DE ALAMBRE RECOCIDO CALIBRE 15 EN ROLLO DE 1KG FIERO,37.93,Almacen de Mercancia en Consignacion                        ,0
44523,50 REMACHES 1/8 X 1/2 DE ALUMINIO ALA 1/4*,16.38,Almacen de Mercancia en Consignacion                        ,0
45557,"TUERCA UNION PPR, PLASTICA, 3/4*",13.36,Almacen de Mercancia en Consignacion                        ,0
46548,PLACA DE ACERO INOXIDABLE CIEGA,25.86,Almacen de Mercancia en Consignacion                        ,0
46434,"PLACA TIPO FS CON CUBIERTA, SENCILLA, SOBREPONER",116.38,Almacen de Mercancia en Consignacion                        ,0
46524,ROCETA DE CERAMICA 4 1/2 VOLTECK*,19.83,Almacen de Mercancia en Consignacion                        ,0
46985,"CAJA TIPO FS 1/2"" VOLTEC*",90.52,Almacen de Mercancia en Consignacion                        ,0
46321,"CAJA CUADRADA 4X4"" REFORZADA VOLTEC*",20.69,Almacen de Mercancia en Consignacion                        ,0
46322,"CAJA OCTAGONAL 4"" * 4"" REFORZADA*",13.36,Almacen de Mercancia en Consignacion                        ,0
46431,PLACA PARA INTERPERIE FS SENCILLA SOBREPONER,50.86,Almacen de Mercancia en Consignacion                        ,0
46432,PLACA TIPO FS CIEGA DE SOBREPONER*,10,Almacen de Mercancia en Consignacion                        ,0
46406,"PLACA ABS DUPLEX, MARFIL",9.48,Almacen de Mercancia en Consignacion                        ,0
46409,"PLACA PARA CONTACTO DUPLEX TIERRA AISLADA, LINEA ESTANDAR*",9.48,Almacen de Mercancia en Consignacion                        ,0
46330INAC,TAPA DE 4*4 PARA CAJA CUADRADA REFORZADA VOLTEK*,8.19,Almacen de Mercancia en Consignacion                        ,0
47966,PLACA BLANCA INTERRUPTOR Y CONTACTO 1.5 MOD. LISBOA*,54.34,Almacen de Mercancia en Consignacion                        ,0
47967,PLACA BLANCA 2 INTERRUPTORES Y CONTACTO*,59.48,Almacen de Mercancia en Consignacion                        ,0
47956,PLACA BLANCA 3 APAGADORES LISBOA*,56.9,Almacen de Mercancia en Consignacion                        ,0
47938,"PLACA BLANCA 1 VENTANA 1.5 MOD, LISBOA",20.69,Almacen de Mercancia en Consignacion                        ,0
47953,"MODULO BLANCO DIMMER GIRATORIO BLANCO, 1.5 MOD",75.86,Almacen de Mercancia en Consignacion                        ,0
47902,"PLACA ARMADA NEGRA CONTACTO DÚPLEX 3 MÓDULOS, LISBOA*",55.17,Almacen de Mercancia en Consignacion                        ,0
49491,"REGADERA ELEC DE 4 TEMP, 5 3/4"", BLANCA*",323.28,Almacen de Mercancia en Consignacion                        ,0
49359,"CUELLO DE CERA SIN GUIA PARA WC, 150G. FOSET",24.14,Almacen de Mercancia en Consignacion                        ,0
49368,ASIENTO ALARGADO SIN TAPA PAREA TAZA,231.9,Almacen Uno                                                 ,0
49321,MULTICONTACTO 16AWG 3 CONTACOTOS Y 4 USB 4.8AMP NEGRO*,340.52,Almacen Uno                                                 ,0
49136,"MANGUERA PIGTAIL,ACERO INOX 7/16"" X 7/8""*",137.07,Almacen de Mercancia en Consignacion                        ,0
48022,"CONTACTO DUPLEX, TIERRA AISLADA, 20A, LINEA ESTANDAR*",47.41,Almacen de Mercancia en Consignacion                        ,0
